,Accuracy,Accuracy,Precision,Precision,Recall,Recall,F1 Score,F1 Score,ROC AUC,ROC AUC,Training Time,Training Time
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Balancing,,,,,,,,,,,,
ADASYN,0.562450216755366,0.22831612329962142,0.0028559928469854405,0.0013168010391442426,0.6210526315789473,0.09055079228465922,0.005680772755505816,0.0026077557344883354,0.6472286362762214,0.07601977828288169,112.5023533821106,12.499384308169269
None,0.9144926514644205,0.04518870581237575,0.009543398406056178,0.004832664644152468,0.3915789473684211,0.05540083101869798,0.01854508703462878,0.009161953926752467,0.7742694559207856,0.063268898614486,58.85267195701599,3.550512540829536
SMOTE,0.9195538011489797,0.029050442958979097,0.01237896847791112,0.004744073111864298,0.5368421052631579,0.05048243708750232,0.024137924185825728,0.009025470977532767,0.799393776669525,0.06044622705994512,108.71399869918824,12.529283985550318
